In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL4;SrcAuthor.allInstances()->forAll(a | TrgPara.allInstances()->exists(p | p.content = a.author and p.section.title = 'Authors List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.11149825783972125;0.4367816091954023;0.49;0.6933908045977011;0.95;0.18125177003681678;0.03561387066541706;0.0014684019028210807;0.6441603284397699;0.19422854419446128;37.857142857142854;0.38;0.5340127233524329;0.6617150573936529;0.2536956374370376;0.32450331125827814;28.313725490196077;0.7395209580838323
TitledEntry_Title_NoArticle;0.281437125748503;0.8947368421052632;0.88;0.9358741681790683;0.8947368421052632;0.29265255292652553;0.16037735849056603;0.034694710557276284;0.9349696139813104;0.3206193689529345;84.28571428571429;0.85;0.8937759048582101;0.8962264150943396;0.3478586640870717;0.7857142857142857;602.0833333333334;0.5594936708860759
Article_NoTitle_Journal;0.03251814028486966;0.1839080459770115;0.28;0.5625422582826234;0.9411764705882353;0.0952006294256491;0.02472952086553323;3.598497627240627E-4;0.416040773993875;0.09578346880063748;15.928571428571429;0.16;0.29312251922135507;0.4232117812061711;0.15197496149441422;0.16279069767441862;3.5555555555555554;0.7050847457627119
Article_Title_Journal;0.18664383561643835;0.8850574712643678;0.81;0.8902031542368352;0.8953488372093024;0.1867237687366167;0.09373097991479001;0.006534110946536888;0.8901882821965009;0.1868150875082817;76.35714285714286;0.77;0.8326727263943535;0.9706546275395034;0.2639179659025746;0.680672268907563;312.05263157894734;0.5610986547085202
Author;0.12663755458515283;0.8787878787878788;0.88;0.9393939393939394;0.8787878787878788;0.14146341463414633;0.16666666666666666;0.8787878787878788;0.937436866561092;0.25999820691510084;86.14285714285714;0.87;0.8892246807326607;0.0;0.2599205300510161;0.7857142857142857;630.75;0.52
Article_NoTitle_NoJournal;0.05939263638806772;0.19540229885057472;0.3;0.5977011494252874;1.0;0.17387883556254918;0.02857142857142857;0.19540229885057472;0.4420433223684922;0.17494336037141228;17.0;0.17;0.3128231916592672;0.3953488372093023;0.17492951297013304;0.17647058823529413;4.128571428571429;1.0
UntitledEntry;0.19747081712062256;0.6666666666666666;0.67;0.8010752688172043;0.935483870967742;0.23286492687123603;0.05405405405405406;0.002886864765317804;0.7897188828807974;0.24871792627817943;57.714285714285715;0.58;0.710138102523589;0.8026785714285715;0.3197606022113816;0.5037593984962406;101.93939393939394;0.6842105263157895
Main;0.0;0.87;0.87;0.935;0.87;0.0;0.15384615384615385;0.87;0.9327379053088816;0.0;86.07142857142857;0.87;0.87;0.0;0.0;0.7699115044247787;582.2307692307693;0.5
TitledEntry_NoTitle_NoArticle;0.31444241316270566;0.9090909090909091;0.85;0.9143155694879832;0.9090909090909091;0.314586191129401;0.12195121951219512;0.01127554615926709;0.9143006417649888;0.3147713386455631;79.42857142857143;0.8;0.8695652173913043;0.9194029850746268;0.3659796961230775;0.7391304347826086;426.6666666666667;0.5990783410138248
