In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL5;SrcBooklet.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['.concat(b.id).concat('] Booklet ').concat(b.year) and p.section.title = 'References List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;-0.26832018038331457;0.0;0.55;0.0;0.0;-0.27779398891158447;0.0;0.0;0.0;-0.28222675475178505;-0.2328767123287671;0.0;0.0;0.11855541718555417;0.0;0.3793103448275862;0.0;0.0
TitledEntry_Title_NoArticle;-0.4679313459801265;0.0;0.35;0.0;0.0;-0.47665056360708535;0.0;0.0;0.0;-0.4779069592801459;-0.5068493150684932;0.0;0.0;0.31827956989247314;0.0;0.21212121212121213;0.0;0.0
Article_NoTitle_Journal;-0.10966057441253264;0.0;0.66;0.0;0.0;-0.13023255813953488;0.0;0.0;0.0;-0.1575521978122203;-0.0821917808219178;0.0;0.0;0.04105571847507331;0.0;0.4925373134328358;0.0;0.0
Article_Title_Journal;-0.42585551330798477;0.0;0.4;0.0;0.0;-0.42748091603053434;0.0;0.0;0.0;-0.4277926319464986;-0.4383561643835616;0.0;0.0;0.2545454545454545;0.0;0.25;0.0;0.0
Author;-0.4679313459801265;0.0;0.35;0.0;0.0;-0.47665056360708535;0.0;0.0;0.0;-0.4779069592801459;-0.5068493150684932;0.0;0.0;0.31827956989247314;0.0;0.21212121212121213;0.0;0.0
Article_NoTitle_NoJournal;-0.10966057441253264;0.0;0.66;0.0;0.0;-0.13023255813953488;0.0;0.0;0.0;-0.1575521978122203;-0.0821917808219178;0.0;0.0;0.04105571847507331;0.0;0.4925373134328358;0.0;0.0
UntitledEntry;0.3849493487698987;0.45161290322580644;0.66;0.7258064516129032;0.4516129032258065;0.4867337602927722;0.058823529411764705;0.45161290322580644;0.672021505032247;0.4882123047202792;27.534246575342465;0.28;0.6406641860648943;0.0;0.48818990431442144;0.4925373134328358;23.058823529411764;0.6792452830188679
Main;0.0;0.28;0.28;0.64;0.28;0.0;0.027777777777777776;0.28;0.5291502622129182;0.0;27.013698630136986;0.28;0.28;0.0;0.0;0.16279069767441862;10.88888888888889;0.5
TitledEntry_NoTitle_NoArticle;-0.43461900282220134;0.0;0.39;0.0;0.0;-0.43718949609652236;0.0;0.0;0.0;-0.43765544502178183;-0.4520547945205479;0.0;0.0;0.2662057044079516;0.0;0.2422360248447205;0.0;0.0
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.3333333333333333;0.1111111111111111;0.1111111111111111
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.1111111111111111

OCL23;SrcBibTeXEntry.allInstances()->size() = TrgSect1.allInstances()->select(s | s.title = 'References List') -> asSequence() -> first().paras -> size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;-0.3639502762430939;0.0;0.21;0.0;0.0;-0.5595964958853199;0.0;0.0;0.0;-0.5780820188739131;-0.4358974358974359;0.0;0.0;0.35596082404593044;0.0;0.11731843575418995;0.0;0.0
TitledEntry_Title_NoArticle;-0.8637048192771084;0.0;0.01;0.0;0.0;-0.9788777469596757;0.0;0.0;0.0;-0.9788916720441169;-0.9487179487179487;0.0;0.0;14.248447204968944;0.0;0.005025125628140704;0.0;0.0
Article_NoTitle_Journal;-0.12285336856010567;0.0;0.32;0.0;0.0;-0.2547945205479452;0.0;0.0;0.0;-0.3227124680982583;-0.15384615384615385;0.0;0.0;0.08942307692307692;0.0;0.19047619047619047;0.0;0.0
Article_Title_Journal;-0.7304860088365243;0.0;0.06;0.0;0.0;-0.8755516328331863;0.0;0.0;0.0;-0.876243035684244;-0.8205128205128205;0.0;0.0;2.1196581196581197;0.0;0.030927835051546393;0.0;0.0
