In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL5;SrcBooklet.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['.concat(b.id).concat('] Booklet ').concat(b.year) and p.section.title = 'References List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;-0.3914233576642336;0.0;0.39;0.0;0.0;-0.41904761904761906;0.0;0.0;0.0;-0.4246502900652006;-0.3548387096774194;0.0;0.0;0.22;0.0;0.2422360248447205;0.0;0.0
TitledEntry_Title_NoArticle;-0.896551724137931;0.0;0.01;0.0;0.0;-0.9792843691148776;0.0;0.0;0.0;-0.9792938238560596;-0.967741935483871;0.0;0.0;16.956521739130434;0.0;0.005025125628140704;0.0;0.0
Article_NoTitle_Journal;-0.15309126594700687;0.0;0.53;0.0;0.0;-0.20032102728731943;0.0;0.0;0.0;-0.23578624481307345;-0.12903225806451613;0.0;0.0;0.06845107503290918;0.0;0.36054421768707484;0.0;0.0
Article_Title_Journal;-0.7921146953405018;0.0;0.1;0.0;0.0;-0.8154981549815498;0.0;0.0;0.0;-0.8157450254033987;-0.8225806451612904;0.0;0.0;1.541860465116279;0.0;0.05263157894736842;0.0;0.0
Author;-0.896551724137931;0.0;0.01;0.0;0.0;-0.9792843691148776;0.0;0.0;0.0;-0.9792938238560596;-0.967741935483871;0.0;0.0;16.956521739130434;0.0;0.005025125628140704;0.0;0.0
Article_NoTitle_NoJournal;-0.15309126594700687;0.0;0.53;0.0;0.0;-0.20032102728731943;0.0;0.0;0.0;-0.23578624481307345;-0.12903225806451613;0.0;0.0;0.06845107503290918;0.0;0.36054421768707484;0.0;0.0
UntitledEntry;0.5630699088145896;0.6290322580645161;0.77;0.814516129032258;0.6290322580645161;0.6259767687434002;0.08695652173913043;0.6290322580645161;0.793115538912532;0.6259841537622992;38.62903225806452;0.39;0.7711368846428143;0.0;0.6259577138426102;0.6260162601626016;66.1304347826087;0.7261904761904762
Main;0.0;0.39;0.39;0.6950000000000001;0.39;0.0;0.03278688524590164;0.39;0.6244997998398398;0.0;38.016129032258064;0.39;0.39;0.0;0.0;0.2422360248447205;24.934426229508198;0.5
TitledEntry_NoTitle_NoArticle;-0.8160284247927359;0.0;0.08;0.0;0.0;-0.848870636550308;0.0;0.0;0.0;-0.8490952118333278;-0.8548387096774194;0.0;0.0;1.9723282442748091;0.0;0.041666666666666664;0.0;0.0
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111

OCL23;SrcBibTeXEntry.allInstances()->size() = TrgSect1.allInstances()->select(s | s.title = 'References List') -> asSequence() -> first().paras -> size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
