In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL15;SrcArticle.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['+b.id+'] Article ' + b.title + ' ' + b.authors->iterate(e; str : String = '' | str + e.author + ' ') + b.year + ' ' + b.journal) and TrgPara.allInstances()->exists(p | p.content = b.title and p.section.title = 'Titles List') and TrgPara.allInstances()->exists(p | p.content = b.journal and p.section.title = 'Journals List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;-0.11413043478260869;0.0;0.59;0.0;0.0;-0.1479394152870729;0.0;0.0;0.0;-0.1853911687047558;-0.3684210526315789;0.0;0.0;0.07573025604038947;0.0;0.41843971631205673;0.0;0.0
TitledEntry_Title_NoArticle;-0.1267605633802817;0.0;0.04;0.0;0.0;-0.7377049180327869;0.0;0.0;0.0;-0.7579367289598671;-0.9473684210526315;0.0;0.0;1.3235294117647058;0.0;0.02040816326530612;0.0;0.0
Article_NoTitle_Journal;-0.09170305676855896;0.0;0.8;0.0;0.0;-0.09502262443438914;0.0;0.0;0.0;-0.1019357424863305;-0.14736842105263157;0.0;0.0;0.04038461538461539;0.0;0.6666666666666666;0.0;0.0
Article_Title_Journal;0.02056807051909892;0.06976744186046512;0.2;0.5348837209302325;0.06976744186046513;0.09502262443438914;0.025;0.06976744186046512;0.26413527189768715;0.1019357424863305;5.157894736842105;0.06;0.15935614212157198;0.0;0.10192337387348228;0.1111111111111111;0.45;0.5402298850574713
Author;-0.12704918032786885;0.0;0.01;0.0;0.0;-0.9185185185185185;0.0;0.0;0.0;-0.9208823573667934;-0.9789473684210527;0.0;0.0;5.314285714285714;0.0;0.005025125628140704;0.0;0.0
Article_NoTitle_NoJournal;-0.08418367346938775;0.0;0.83;0.0;0.0;-0.08554763447828904;0.0;0.0;0.0;-0.08882046400846719;-0.11578947368421053;0.0;0.0;0.03457307490832897;0.0;0.7094017094017094;0.0;0.0
UntitledEntry;-0.12179487179487179;0.0;0.37;0.0;0.0;-0.22686567164179106;0.0;0.0;0.0;-0.2908806944892038;-0.6;0.0;0.0;0.13396004700352526;0.0;0.22699386503067484;0.0;0.0
Main;0.0;0.06;0.06;0.53;0.06000000000000005;0.0;0.02127659574468085;0.06;0.24494897427831783;0.0;5.010526315789473;0.06;0.06;0.0;0.0;0.030927835051546393;0.3829787234042553;0.5
TitledEntry_NoTitle_NoArticle;-0.12601214574898786;0.0;0.11;0.0;0.0;-0.5043037974683544;0.0;0.0;0.0;-0.5582468534947563;-0.8736842105263158;0.0;0.0;0.47655502392344495;0.0;0.0582010582010582;0.0;0.0
EXAM-BC;0.3333333333333333;0.3333333333333333;0.1111111111111111;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.7777777777777778;0.2222222222222222;0.1111111111111111;0.3333333333333333;0.3333333333333333
EXAM-WC;0.3333333333333333;1.0;0.1111111111111111;1.0;1.0;0.3333333333333333;1.0;1.0;1.0;0.3333333333333333;0.3333333333333333;1.0;1.0;0.7777777777777778;1.0;0.1111111111111111;1.0;1.0
EXAM-AVG;0.3333333333333333;0.6666666666666666;0.1111111111111111;0.6666666666666666;0.6666666666666666;0.3333333333333333;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.6666666666666666;0.7777777777777778;0.6111111111111112;0.1111111111111111;0.6666666666666666;0.6666666666666666

OCL23;SrcBibTeXEntry.allInstances()->size() = TrgSect1.allInstances()->select(s | s.title = 'References List') -> asSequence() -> first().paras -> size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.2689295039164491;0.2571428571428571;0.72;0.5376623376623377;0.2571428571428571;0.31653349723417334;0.05056179775280899;1.5566954238920076E-4;0.458682472293863;0.3450842853955889;8.71111111111111;0.09;0.5395627560951083;0.03668763102725367;0.37990229123928093;0.5625;2.892857142857143;0.7368905243790249
TitledEntry_Title_NoArticle;0.027093596059113302;0.12222222222222222;0.21;0.5611111111111111;0.12222222222222223;0.11708355508249069;0.02531645569620253;0.12222222222222222;0.3496029493900505;0.11718717488510873;10.122222222222222;0.11;0.21383717021957696;0.0;0.1171746918204701;0.11731843575418995;1.5316455696202531;0.5297619047619048
Article_NoTitle_Journal;-0.14051094890510948;0.0;0.75;0.0;0.0;-0.14109024278515803;0.0;0.0;0.0;-0.1418456858313748;-0.15555555555555556;0.0;0.0;0.05703703703703704;0.0;0.6;0.0;0.0
Article_Title_Journal;0.03944672131147541;0.12790697674418605;0.25;0.563953488372093;0.12790697674418605;0.14109024278515803;0.02666666666666667;0.12790697674418605;0.3576408488192953;0.1418456858313748;10.166666666666666;0.11;0.2378798016361936;0.0;0.1418326219706367;0.14285714285714285;1.6133333333333333;0.5426829268292682
Author;0.01843428297821403;0.11827956989247312;0.18;0.5591397849462365;0.11827956989247312;0.09447852760736196;0.024390243902439025;0.11827956989247312;0.3439179697143973;0.09645147753991494;10.088888888888889;0.11;0.1943008725812126;0.0;0.09643939738099226;0.0989010989010989;1.475609756097561;0.52046783625731
Article_NoTitle_NoJournal;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;11.0;0.11;1.0;0.0;0.9998978653865795;1.0;1.0;1.0
UntitledEntry;-0.009736747205192933;0.10526315789473684;0.44;0.3253588516746411;0.10526315789473684;-0.01574344023323615;0.014184397163120567;1.411558784365575E-5;0.2396169191492615;-0.017430135473898153;5.433333333333334;0.06;0.2736674382605984;0.12137989778534923;0.14717830941709567;0.28205128205128205;0.6428571428571429;0.4876712328767124
Main;0.0;0.11;0.11;0.555;0.10999999999999999;0.0;0.02247191011235955;0.11;0.33166247903553997;0.0;10.011111111111111;0.11;0.11;0.0;0.0;0.0582010582010582;1.3595505617977528;0.5
TitledEntry_NoTitle_NoArticle;0.04937945603379984;0.13253012048192772;0.28;0.5662650602409639;0.1325301204819277;0.15648535564853555;0.027777777777777776;0.13253012048192772;0.3640468657768223;0.15910607189710113;10.2;0.11;0.25523503310127854;0.0;0.15909253575355467;0.16279069767441862;1.6805555555555556;0.5527950310559007
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.6666666666666666;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.38888888888888884;0.1111111111111111;0.7222222222222222;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL15;0.3333333333333333;0.3333333333333333;0.1111111111111111;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.7777777777777778;0.2222222222222222;0.1111111111111111;0.3333333333333333;0.3333333333333333
OCL23;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111

