;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ncf: Number of failed test cases that cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nus: Number of successful test cases that cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ncs: Number of successful test cases that cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nus: number of successful test cases that do not cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nc: total number of test cases that cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nu:total number of test cases that do not cover the rule
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ns: total number of successful test cases
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nf: total number of failed test cases

OCL15;SrcArticle.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['+b.id+'] Article ' + b.title + ' ' + b.authors->iterate(e; str : String = '' | str + e.author + ' ') + b.year + ' ' + b.journal) and TrgPara.allInstances()->exists(p | p.content = b.title and p.section.title = 'Titles List') and TrgPara.allInstances()->exists(p | p.content = b.journal and p.section.title = 'Journals List'))

Rules;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TC10;TC11;TC12;TC13;TC14;TC15;TC16;TC17;TC18;TC19;TC20;TC21;TC22;TC23;TC24;TC25;TC26;TC27;TC28;TC29;TC30;TC31;TC32;TC33;TC34;TC35;TC36;TC37;TC38;TC39;TC40;TC41;TC42;TC43;TC44;TC45;TC46;TC47;TC48;TC49;TC50;TC51;TC52;TC53;TC54;TC55;TC56;TC57;TC58;TC59;TC60;TC61;TC62;TC63;TC64;TC65;TC66;TC67;TC68;TC69;TC70;TC71;TC72;TC73;TC74;TC75;TC76;TC77;TC78;TC79;TC80;TC81;TC82;TC83;TC84;TC85;TC86;TC87;TC88;TC89;TC90;TC91;TC92;TC93;TC94;TC95;TC96;TC97;TC98;TC99;TC100;Ncf;Nuf;Ncs;Nus;Nc;Nu;Ns;Nf;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;
Article_Title_NoJournal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;;;;;;;;;;;8.0;82.0;0.0;10.0;8.0;92.0;10.0;90.0;0.019138755980861243;0.08888888888888889;0.18;0.5444444444444444;1.0;0.097799511002445;0.024390243902439025;0.08888888888888889;0.29814239699997197;0.09829463743659808;8.0;0.08;0.1712506604264253;0.2857142857142857;0.09828256162564641;0.0989010989010989;0.7804878048780488;1.0;
TitledEntry_Title_NoArticle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;;;;;;;;;;;8.0;82.0;0.0;10.0;8.0;92.0;10.0;90.0;0.019138755980861243;0.08888888888888889;0.18;0.5444444444444444;1.0;0.097799511002445;0.024390243902439025;0.08888888888888889;0.29814239699997197;0.09829463743659808;8.0;0.08;0.1712506604264253;0.2857142857142857;0.09828256162564641;0.0989010989010989;0.7804878048780488;1.0;
Article_NoTitle_Journal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;90.0;0.0;10.0;0.0;100.0;10.0;90.0;0.0;0.0;0.1;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.0;0.0;
Article_Title_Journal;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;X;X;X;;;;;90.0;0.0;3.0;7.0;93.0;7.0;10.0;90.0;0.8076923076923077;0.967741935483871;0.97;0.9838709677419355;0.967741935483871;0.8123791102514507;0.6666666666666666;0.967741935483871;0.9837387536759296;0.8230548917531015;89.72727272727273;0.9;0.9745977556288897;0.0;0.8229473789172486;0.941747572815534;2700.0;0.7692307692307692;
Author;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;X;X;X;;;;;38.0;52.0;3.0;7.0;41.0;59.0;10.0;90.0;0.038461538461538464;0.4222222222222222;0.45;0.6745257452574526;0.926829268292683;0.06628502561012353;0.03164029975020816;9.235488323247208E-4;0.6255620778780734;0.0745510039415391;37.72727272727273;0.38;0.49684156670243407;0.7823853211009174;0.18026566499835653;0.2903225806451613;26.254545454545454;0.5846153846153846;
Article_NoTitle_NoJournal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;90.0;0.0;10.0;0.0;100.0;10.0;90.0;0.0;0.0;0.1;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.0;0.0;
UntitledEntry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;;;;;;;;;;;8.0;82.0;0.0;10.0;8.0;92.0;10.0;90.0;0.019138755980861243;0.08888888888888889;0.18;0.5444444444444444;1.0;0.097799511002445;0.024390243902439025;0.08888888888888889;0.29814239699997197;0.09829463743659808;8.0;0.08;0.1712506604264253;0.2857142857142857;0.09828256162564641;0.0989010989010989;0.7804878048780488;1.0;
Main;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;90.0;0.0;10.0;0.0;100.0;0.0;10.0;90.0;0.0;0.9;0.9;0.95;0.9;0.0;0.2;0.9;0.9486832980505139;0.0;89.0909090909091;0.9;0.9;0.0;0.0;0.8181818181818182;810.0;0.5;
TitledEntry_NoTitle_NoArticle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;X;X;X;X;;;;;;;;;;;8.0;82.0;0.0;10.0;8.0;92.0;10.0;90.0;0.019138755980861243;0.08888888888888889;0.18;0.5444444444444444;1.0;0.097799511002445;0.024390243902439025;0.08888888888888889;0.29814239699997197;0.09829463743659808;8.0;0.08;0.1712506604264253;0.2857142857142857;0.09828256162564641;0.0989010989010989;0.7804878048780488;1.0;
;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;
