In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL15;SrcArticle.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['+b.id+'] Article ' + b.title + ' ' + b.authors->iterate(e; str : String = '' | str + e.author + ' ') + b.year + ' ' + b.journal) and TrgPara.allInstances()->exists(p | p.content = b.title and p.section.title = 'Titles List') and TrgPara.allInstances()->exists(p | p.content = b.journal and p.section.title = 'Journals List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.0;0.16326530612244897;0.16326530612244897;0.5816326530612245;1.0;0.0;0.024390243902439025;0.16326530612244897;0.40406101782088427;0.0;16.0;0.16326530612244897;0.16326530612244897;1.0;0.0;0.08888888888888889;3.1219512195121952;1.0
TitledEntry_Title_NoArticle;0.0;0.16326530612244897;0.16326530612244897;0.5816326530612245;1.0;0.0;0.024390243902439025;0.16326530612244897;0.40406101782088427;0.0;16.0;0.16326530612244897;0.16326530612244897;1.0;0.0;0.08888888888888889;3.1219512195121952;1.0
Article_NoTitle_Journal;0.0;0.0;0.0;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Article_Title_Journal;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;98.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
Author;0.0;0.46938775510204084;0.46938775510204084;0.7346938775510204;1.0;0.0;0.038461538461538464;0.46938775510204084;0.6851187890446742;0.0;46.0;0.46938775510204084;0.46938775510204084;1.0;0.0;0.30666666666666664;40.69230769230769;1.0
Article_NoTitle_NoJournal;0.0;0.0;0.0;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UntitledEntry;0.0;0.16326530612244897;0.16326530612244897;0.5816326530612245;1.0;0.0;0.024390243902439025;0.16326530612244897;0.40406101782088427;0.0;16.0;0.16326530612244897;0.16326530612244897;1.0;0.0;0.08888888888888889;3.1219512195121952;1.0
Main;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;98.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
TitledEntry_NoTitle_NoArticle;0.0;0.16326530612244897;0.16326530612244897;0.5816326530612245;1.0;0.0;0.024390243902439025;0.16326530612244897;0.40406101782088427;0.0;16.0;0.16326530612244897;0.16326530612244897;1.0;0.0;0.08888888888888889;3.1219512195121952;1.0
EXAM-BC;0.1111111111111111;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.1111111111111111;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.1111111111111111;0.8888888888888888;0.8888888888888888;0.8888888888888888
EXAM-WC;1.0;1.0;1.0;1.0;0.2222222222222222;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
