In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL4;SrcAuthor.allInstances()->forAll(a | TrgPara.allInstances()->exists(p | p.content = a.author and p.section.title = 'Authors List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.0;0.0;0.53;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36054421768707484;0.0;0.0
TitledEntry_Title_NoArticle;0.0712661106899166;0.4895833333333333;0.51;0.7447916666666666;0.48958333333333337;0.13078260869565217;0.04081632653061224;0.4895833333333333;0.6997023176561111;0.19222300989889632;46.092592592592595;0.47;0.553373299827127;0.0;0.19220335782019798;0.3422818791946309;45.08163265306123;0.5196078431372549
Article_NoTitle_Journal;0.0;0.0;0.53;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36054421768707484;0.0;0.0
Article_Title_Journal;-0.05977108944467995;0.0;0.5;0.0;0.0;-0.10136592379583034;0.0;0.0;0.0;-0.165609693877165;-0.05555555555555555;0.0;0.0;0.02907216494845361;0.0;0.3333333333333333;0.0;0.0
Author;0.053388867853085956;0.4845360824742268;0.5;0.7422680412371134;0.48453608247422686;0.10136592379583034;0.04;0.4845360824742268;0.6960862607997853;0.165609693877165;46.074074074074076;0.47;0.5407549745740069;0.0;0.16559024469295747;0.3333333333333333;44.18;0.5145631067961165
Article_NoTitle_NoJournal;0.0;0.0;0.53;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36054421768707484;0.0;0.0
UntitledEntry;0.0;0.0;0.53;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36054421768707484;0.0;0.0
Main;0.0;0.47;0.47;0.735;0.47;0.0;0.03773584905660377;0.47;0.6855654600401044;0.0;46.01851851851852;0.47;0.47;0.0;0.0;0.30718954248366015;41.679245283018865;0.5
TitledEntry_NoTitle_NoArticle;0.0;0.0;0.53;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36054421768707484;0.0;0.0
EXAM-BC;0.2222222222222222;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.2222222222222222
EXAM-WC;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3333333333333333;0.2222222222222222;1.0;0.2222222222222222;0.8888888888888888;0.2222222222222222;0.2222222222222222
