In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL4;SrcNamedElement.allInstances()-> size() = TrgElement.allInstances()->size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.875;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.875;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.875;0.375

OCL6;SrcClass.allInstances()->size() = TrgEntityType.allInstances()->size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
